gbifID,latitude,longitude,scientificName
3389140074,48.735588,10.11961,Euonymus europaeus L.
3389432853,50.848438,8.763442,Stellaria holostea L.
2329601382,51.321278,9.90941,Prunus spinosa L.
1932377247,49.953651,8.317337,Populus tremula L.
921714405,53.32457,11.545258,Filago arvensis L.
3715949547,53.706596,7.809144,Polypodium L.
2649199178,47.755864,9.279394,Origanum vulgare L.
922047008,49.812817,8.438873,Hedera helix L.
2976461315,51.28998,8.280398,Prunus spinosa L.
1807950248,49.177166,8.141932,Onobrychis viciifolia Scop.
